0.186231,0.417312,0.458739,0.926283,
0.894306,3.46181,1.22793,1.02957,
4.79905,2.49669,1.05442,1.01972,
2.17972,1.22538,1.47702,1.07523,
0.500117,1.40368,0.734951,1.01598,
1.2397,0.772851,0.790358,0.92482,
0.856498,0.57818,0.904621,1.05432,
0.552547,0.344557,0.740309,0.96018,
1.62466,0.85443,1.38186,1.02303,
0.49886,0.723512,0.523985,0.867213,
0.103869,0.525142,0.471001,0.989774,
0.409467,1.0312,1.5293,0.966339,
0.0550815,0.320843,1.27992,0.940334,
0.366425,0.246923,0.624951,1.06708,
0.257951,0.282429,0.847313,0.996815,
0.038889,0.678678,0.905566,1.00182,
0.00464983,1.06843,0.928932,1.1149,
1.32162,1.17918,0.709362,0.812614,
0.698407,0.496119,1.129,1.02892,
4.8669,2.65977,1.3732,0.982648,
0.168234,0.422838,1.10579,1.12488,
0.712804,0.542374,1.46448,0.943941,
2.85956,2.81016,1.09415,0.941759,
0.562358,1.32651,1.98436,1.00952,
2.34943,1.58632,1.20221,0.773953,
1.67248,1.83864,1.12978,0.994636,
0.739783,1.69233,1.13123,1.20517,
0.754346,1.26682,1.17467,0.893765,
2.05676,2.63267,1.10933,1.09785,
0.134806,0.420362,0.519144,0.902767,
0.00930958,0.507354,0.579765,0.821078,
1.03087,0.59533,1.09065,0.967272,
4.64138,2.83736,1.89623,1.0466,
0.296702,0.258803,1.12561,0.999261,
0.133936,0.782891,0.887465,0.960072,
1.13654,0.657751,0.660614,0.940593,
0.942198,0.754811,1.04422,1.0183,
1.31602,0.684662,0.754696,0.923154,
0.742969,1.12402,1.24727,0.974598,
0.270728,0.186161,1.55844,1.07298,
0.412463,0.883369,1.38163,1.01712,
0.592698,1.14406,0.769057,1.0053,
0.791864,1.04121,0.926206,1.11509,
0.923453,1.06961,1.23931,1.0237,
1.78543,1.19866,1.19755,1.00383,
2.37951,1.20904,1.82544,1.17195,
0.274998,0.328881,0.631835,0.929748,
0.220035,0.411022,0.701618,0.84378,
0.339729,0.666899,1.68615,1.06227,
2.43942,2.6243,1.34337,1.05992,
0.950622,1.21805,1.01822,1.02577,
0.890323,0.446108,1.02234,1.10823,
1.79283,0.983269,1.40671,1.29598,
0.0452751,0.45804,0.71516,1.02756,
0.933814,0.632132,0.838301,0.901648,
1.09682,0.727004,0.794264,0.921068,
0.837177,0.508365,0.347541,0.916509,
1.59924,1.01233,1.36222,1.00588,
1.40127,1.10876,1.0259,1.08307,
0.0708752,0.0902528,1.10759,1.04784,
0.616836,0.421721,0.927478,1.21714,
1.27557,0.829566,0.754288,0.871067,
0.00651108,0.265935,1.08299,0.99763,
0.674799,0.462625,0.780912,1.04324,
1.9263,0.979458,0.610945,0.934886,
0.508349,0.708256,1.04759,0.996545,
1.23407,1.27039,1.34825,1.00743,
2.90897,1.62676,1.55256,1.26299,
1.49046,0.789337,0.890518,1.01349,
1.04621,0.579862,0.723479,0.92775,
0.206951,1.14428,1.02277,1.03927,
0.906255,0.701302,0.981511,1.12671,
1.57848,0.995423,1.34059,0.899668,
1.4636,2.41383,1.2146,1.03103,
2.76874,2.26952,0.968772,1.10523,
0.298766,0.320071,0.918062,0.845231,
1.09006,1.266,0.80129,0.95374,
0.211618,1.52426,1.41396,0.965753,
2.19565,1.15006,0.914021,1.01981,
0.190503,0.606079,1.01057,0.894858,
0.600103,0.313868,0.742303,0.964163,
0.506933,0.298959,0.552898,1.0108,
1.25151,1.35443,1.03042,1.00047,
0.165156,1.41004,1.17696,0.873092,
0.502397,0.744438,0.702454,0.883152,
0.592183,0.335293,0.552637,0.818572,
1.10056,1.05342,0.92521,0.907649,
1.18176,0.912972,0.782378,1.12789,
0.245379,0.200931,0.658536,0.801535,
3.16647,1.76932,1.15543,1.11316,
2.60564,2.35067,1.4442,1.1458,
0.194518,0.262007,0.729436,0.899263,
0.123242,0.846562,1.08018,1.01706,
2.43758,1.44244,1.19554,1.07727,
2.42173,1.29229,0.942265,1.06753,
1.32845,0.696234,0.720086,0.804228,
0.169701,1.41088,0.941021,0.989408,
0.129772,0.793981,1.44741,1.12178,
0.829674,0.836367,0.613665,0.836182,
2.32004,1.29266,0.650528,1.21751,
0.357932,0.856488,0.979981,0.947199,
1.22586,1.39776,1.29972,0.918236,
0.0566986,0.371906,0.821061,0.968344,
1.02194,0.603875,0.654125,0.839287,
1.58951,1.47717,1.17975,1.00289,
0.598128,0.377855,1.18933,1.04172,
2.35745,1.59311,1.1133,0.763004,
1.92628,1.36133,1.4219,1.20369,
0.151701,0.25597,0.559655,0.845664,
0.459288,0.383709,1.03334,1.04516,
4.45025,3.19663,1.46189,0.972519,
4.05578,2.06542,1.12255,1.01363,
0.463683,1.16289,0.897811,0.780261,
0.432092,0.316441,1.22491,0.971626,
0.508877,0.86379,1.54584,1.08435,
1.49679,0.981574,0.642626,1.03008,
2.11963,2.54379,1.36775,1.0626,
0.258072,0.524425,1.46148,1.19754,
1.07495,2.52298,1.41682,1.04803,
1.98715,1.26301,0.860685,0.9862,
0.700085,2.2567,1.06768,0.980316,
0.112876,1.03032,1.13492,0.981645,
0.272506,0.368207,0.660955,0.828927,
0.224151,0.223658,0.714276,1.13565,
0.102682,0.351722,0.702306,1.17032,
0.418697,0.509566,0.679962,1.05538,
2.05323,1.38774,1.42169,0.950595,
0.0193343,0.0334972,0.827835,0.947882,
0.40503,1.07297,0.793603,1.00088,
3.69102,2.03101,1.46764,0.921076,
1.01236,0.82011,1.07273,0.964463,
0.433087,0.402491,1.25118,1.04027,
2.72824,2.34721,0.831362,0.930952,
0.00783026,0.138263,0.693661,0.954555,
0.335296,0.424775,1.39018,0.926485,
1.43084,1.49827,1.00764,0.995636,
0.0962379,0.206474,0.674548,1.03144,
0.440899,0.523233,0.640535,0.934078,
1.56252,3.26678,1.61017,1.30754,
