0.879663,0.554624,-0.558099,-50.3585,
7.20985,1.1583,-0.728459,0.324749,
-1.18889,-0.51147,-2.81504,0.0449069,
-0.816565,0.00944068,0.71186,1.15854,
-1.81296,-0.936767,-0.235057,-2.73556,
0.808228,0.5046,1.68508,-7.28578,
-0.45577,-0.539751,53.212,7.78292,
-0.0920855,0.21547,-0.319004,0.163594,
-1.80553,-20.9418,-2.88647,0.492571,
0.539745,1.79342,0.307139,0.3265,
1.83849,0.495615,1.73322,0.243402,
0.11717,0.210241,-0.214819,-0.676619,
-7.09508,-3.95545,0.780348,2.28114,
0.845739,0.181679,0.551475,-0.343386,
1.517,1.99556,-0.456727,1.30295,
-1.45333,-0.882395,-0.597012,-1.44803,
-2.16617,-2.50357,-0.539699,-0.815847,
-0.0416968,-1.33455,-1.13554,-0.177093,
-0.719075,-0.526699,0.367096,-0.133477,
0.0539114,-0.557062,-1.51909,-1.30228,
-0.430333,-1.11234,-0.512893,-11.2629,
1.03113,0.664314,0.0763904,0.124394,
-0.0838485,-1.15791,3.35877,3.01736,
0.051536,0.0407237,-0.157991,0.371259,
-0.232626,0.0119721,-1.44366,1.5349,
-0.672885,0.24735,1.11494,-0.060311,
0.00255249,0.548695,0.762814,3.68933,
18.0268,8.73662,3.12253,1.41968,
1.57904,0.837289,0.748339,-0.988676,
0.109359,-0.366808,0.437674,-0.0514928,
-4.15564,-1.78641,-0.650583,-0.35055,
-1.61449,-9.37811,-0.601803,0.274583,
1.06997,1.79358,-25.3064,-3.10766,
-2.20967,-1.38926,2.13919,0.797348,
-1.22624,-0.47931,-11.63,-1.31254,
-0.673376,-0.482165,1.66279,1.38098,
-1.49932,-0.668818,-6.71368,-0.741835,
1.04089,0.482055,-0.111783,0.755485,
-0.0118702,-0.0955751,0.0863883,0.0970528,
-0.599819,15.1271,3.0442,0.455531,
1.61241,1.11529,11.2093,2.09486,
0.621487,-1.63951,-7.73122,3.06476,
-0.91263,0.0301275,2.32339,-1.2839,
8.20947,2.64622,1.34468,1.00856,
0.431248,-0.818044,-3.67341,-0.263137,
-0.463827,-0.109853,-0.83187,2.70746,
-7.17242,-3.94447,0.676597,-0.571461,
0.273526,-0.0179286,1417.65,144.03,
0.0570897,0.267675,0.177711,1.51561,
-3.11873,-1.59224,1.43417,1.47831,
0.561996,0.719768,10.1424,0.675155,
1.659,2.76244,0.493878,-1.89074,
0.706686,1.07212,1.28038,-0.69009,
-0.100828,-21.5149,-3.27506,1.43516,
-0.878895,-0.404673,0.236279,2.62321,
-0.149189,0.511226,0.655121,0.339277,
0.0136035,0.103213,0.349114,-1.11507,
2.58154,1.30034,0.540715,0.0664144,
1.87945,-1.37361,-0.420482,0.222717,
-0.00413778,-31.3233,-6.38889,0.65424,
-2.43894,-1.68046,-0.609838,-2.41113,
5.56138,2.61515,-0.935857,1.31206,
-0.690663,-0.425715,-0.391975,-0.0619067,
-1.82023,-0.993689,1.01224,-4.07705,
-42.2861,-20.6227,-10.9168,-5.76974,
2.02676,2.46095,-0.990576,-0.0178878,
2.35935,1.00132,2.25724,-4.57243,
-0.271751,-0.834335,1.67872,-0.188311,
-0.277379,1.87935,-4.4674,15.4886,
0.437085,-0.548218,-2.78836e-05,2.29558,
0.870225,-0.266547,-6.38998,-0.663095,
2.70162,1.5111,0.776307,18.3584,
3.23409,2.54898,1.49821,0.830686,
-0.477905,-0.513477,-0.325337,-8.44151,
0.678735,-4.12095,-1.74202,-0.231607,
4.03042,1.47446,-1.97364,1.08836,
-1.63886,-1.67638,0.694797,-3.14791,
-1.19092,-0.326348,-0.207471,0.135398,
4.31889,2.02712,1.48706,0.00899486,
-0.336331,2.16738,-0.358876,-1.27919,
-3.83741,-1.2535,51.7575,4.9576,
0.249927,0.38669,-1.33509,-0.0285818,
-0.366101,-0.764106,-0.373692,-1.5358,
-1.19564,-1.35798,-2.32006,-1.3001,
-1.05252,-0.592006,0.192839,-0.0966255,
1.18093,0.534152,-0.510474,-0.594704,
-9.68256,-5.88005,-0.674598,-19.6699,
-5.36629,-5.00138,-1.43734,-0.123055,
-4.96019,-2.76724,-1.92764,1.88145,
-45.5582,-21.7988,-2.8692,4.60226,
0.00582819,0.828298,-9.41503,-0.545982,
-1.18575,-5.27775,-1.46744,0.0447502,
